	Kingdom	Phylum	Class	Order	Family	Genus	ASV
ASV11263	Eukaryota	NA	NA	NA	NA	NA	ASV11263
ASV11264	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV11264
ASV11265	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Carsonella	ASV11265
ASV11266	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA	ASV11266
ASV11267	Bacteria	NA	NA	NA	NA	NA	ASV11267
ASV11268	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA	ASV11268
ASV11269	Bacteria	NA	NA	NA	NA	NA	ASV11269
ASV11270	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11270
ASV11271	Bacteria	WS2	NA	NA	NA	NA	ASV11271
ASV11272	Bacteria	Latescibacteria	NA	NA	NA	NA	ASV11272
ASV11273	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	ASV11273
ASV11274	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aquamicrobium	ASV11274
ASV11275	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	ASV11275
ASV11276	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	ASV11276
ASV11277	Bacteria	NA	NA	NA	NA	NA	ASV11277
ASV11278	Archaea	Diapherotrites	Iainarchaeia	NA	NA	NA	ASV11278
ASV11279	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfocapsa	ASV11279
ASV11280	Bacteria	NA	NA	NA	NA	NA	ASV11280
ASV11281	Bacteria	NA	NA	NA	NA	NA	ASV11281
ASV11282	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11282
ASV11283	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	ASV11283
ASV11284	Bacteria	Gemmatimonadetes	PAUC43f_marine_benthic_group	NA	NA	NA	ASV11284
ASV11285	NA	NA	NA	NA	NA	NA	ASV11285
ASV11286	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11286
ASV11287	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA	ASV11287
ASV11288	Bacteria	Planctomycetes	OM190	NA	NA	NA	ASV11288
ASV11289	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV11289
ASV11290	Archaea	NA	NA	NA	NA	NA	ASV11290
ASV11291	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	NA	ASV11291
ASV11292	NA	NA	NA	NA	NA	NA	ASV11292
ASV11293	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55	ASV11293
ASV11294	Eukaryota	NA	NA	NA	NA	NA	ASV11294
ASV11295	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11295
ASV11296	Archaea	NA	NA	NA	NA	NA	ASV11296
ASV11297	NA	NA	NA	NA	NA	NA	ASV11297
ASV11298	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11298
ASV11299	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11299
ASV11300	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11300
ASV11301	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11301
ASV11302	Bacteria	Planctomycetes	NA	NA	NA	NA	ASV11302
ASV11303	Bacteria	Omnitrophicaeota	NA	NA	NA	NA	ASV11303
ASV11304	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11304
ASV11305	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11305
ASV11306	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	ASV11306
ASV11307	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV11307
ASV11308	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11308
ASV11309	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	ASV11309
ASV11310	Bacteria	NA	NA	NA	NA	NA	ASV11310
ASV11311	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ASV11311
ASV11312	Bacteria	NA	NA	NA	NA	NA	ASV11312
ASV11313	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV11313
ASV11314	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV11314
ASV11315	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NA	NA	ASV11315
ASV11316	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	ASV11316
ASV11317	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11317
ASV11318	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	ASV11318
ASV11319	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11319
ASV11320	Bacteria	NA	NA	NA	NA	NA	ASV11320
ASV11321	Archaea	Nanoarchaeaeota	NA	NA	NA	NA	ASV11321
ASV11322	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	ASV11322
ASV11323	NA	NA	NA	NA	NA	NA	ASV11323
ASV11324	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	ASV11324
ASV11325	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	ASV11325
ASV11326	Bacteria	NA	NA	NA	NA	NA	ASV11326
ASV11327	Bacteria	Gemmatimonadetes	PAUC43f_marine_benthic_group	NA	NA	NA	ASV11327
ASV11328	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11328
ASV11329	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11329
ASV11330	Bacteria	Margulisbacteria	NA	NA	NA	NA	ASV11330
ASV11331	Bacteria	NA	NA	NA	NA	NA	ASV11331
ASV11332	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11332
ASV11333	Bacteria	Cyanobacteria	Melainabacteria	NA	NA	NA	ASV11333
ASV11334	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	ASV11334
ASV11335	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11335
ASV11336	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV11336
ASV11337	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV11337
ASV11338	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	ASV11338
ASV11339	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	ASV11339
ASV11340	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	ASV11340
ASV11341	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	ASV11341
ASV11342	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV11342
ASV11343	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV11343
ASV11344	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	ASV11344
ASV11345	Archaea	NA	NA	NA	NA	NA	ASV11345
ASV11346	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	ASV11346
ASV11347	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	NA	NA	ASV11347
ASV11348	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11348
ASV11349	Eukaryota	NA	NA	NA	NA	NA	ASV11349
ASV11350	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	ASV11350
ASV11351	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11351
ASV11352	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV11352
ASV11353	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	ASV11353
ASV11354	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Pseudobacteriovorax	ASV11354
ASV11355	NA	NA	NA	NA	NA	NA	ASV11355
ASV11356	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	ASV11356
ASV11357	Bacteria	Omnitrophicaeota	NA	NA	NA	NA	ASV11357
ASV11358	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11358
ASV11359	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11359
ASV11360	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV11360
ASV11361	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11361
ASV11362	NA	NA	NA	NA	NA	NA	ASV11362
ASV11363	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11363
ASV11364	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	ASV11364
ASV11365	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	ASV11365
ASV11366	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV11366
ASV11367	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11367
ASV11368	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetovibrio	ASV11368
ASV11369	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV11369
ASV11370	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11370
ASV11371	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV11371
ASV11372	Bacteria	NA	NA	NA	NA	NA	ASV11372
ASV11373	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	NA	NA	ASV11373
ASV11374	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11374
ASV11375	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11375
ASV11376	Bacteria	NA	NA	NA	NA	NA	ASV11376
ASV11377	Bacteria	NA	NA	NA	NA	NA	ASV11377
ASV11378	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	ASV11378
ASV11379	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	NA	ASV11379
ASV11380	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	ASV11380
ASV11381	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11381
ASV11382	NA	NA	NA	NA	NA	NA	ASV11382
ASV11383	Eukaryota	NA	NA	NA	NA	NA	ASV11383
ASV11384	Bacteria	NA	NA	NA	NA	NA	ASV11384
ASV11385	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11385
ASV11386	NA	NA	NA	NA	NA	NA	ASV11386
ASV11387	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	ASV11387
ASV11388	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11388
ASV11389	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11389
ASV11390	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	ASV11390
ASV11391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV11391
ASV11392	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	ASV11392
ASV11393	Bacteria	NA	NA	NA	NA	NA	ASV11393
ASV11394	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	ASV11394
ASV11395	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	NA	NA	ASV11395
ASV11396	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11396
ASV11397	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11397
ASV11398	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11398
ASV11399	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV11399
ASV11400	Bacteria	NA	NA	NA	NA	NA	ASV11400
ASV11401	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	ASV11401
ASV11402	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV11402
ASV11403	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	NA	ASV11403
ASV11404	Eukaryota	NA	NA	NA	NA	NA	ASV11404
ASV11405	Bacteria	NA	NA	NA	NA	NA	ASV11405
ASV11406	Eukaryota	NA	NA	NA	NA	NA	ASV11406
ASV11407	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Trichodesmium_IMS101	ASV11407
ASV11408	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11408
ASV11409	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA	ASV11409
ASV11410	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	ASV11410
ASV11411	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	ASV11411
ASV11412	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11412
ASV11413	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	ASV11413
ASV11414	NA	NA	NA	NA	NA	NA	ASV11414
ASV11415	NA	NA	NA	NA	NA	NA	ASV11415
ASV11416	Bacteria	NA	NA	NA	NA	NA	ASV11416
ASV11417	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11417
ASV11418	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	ASV11418
ASV11419	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	NA	ASV11419
ASV11420	Bacteria	NA	NA	NA	NA	NA	ASV11420
ASV11421	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	ASV11421
ASV11422	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11422
ASV11423	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11423
ASV11424	Archaea	NA	NA	NA	NA	NA	ASV11424
ASV11425	Bacteria	NA	NA	NA	NA	NA	ASV11425
ASV11426	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	ASV11426
ASV11427	Archaea	NA	NA	NA	NA	NA	ASV11427
ASV11428	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV11428
ASV11429	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	ASV11429
ASV11430	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV11430
ASV11431	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA	ASV11431
ASV11432	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11432
ASV11433	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	ASV11433
ASV11434	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	ASV11434
ASV11435	Bacteria	NA	NA	NA	NA	NA	ASV11435
ASV11436	Bacteria	NA	NA	NA	NA	NA	ASV11436
ASV11437	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	ASV11437
ASV11438	Bacteria	NA	NA	NA	NA	NA	ASV11438
ASV11439	Bacteria	Elusimicrobia	Lineage_IIb	NA	NA	NA	ASV11439
ASV11440	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11440
ASV11441	Bacteria	Planctomycetes	OM190	NA	NA	NA	ASV11441
ASV11442	Bacteria	NA	NA	NA	NA	NA	ASV11442
ASV11443	Archaea	NA	NA	NA	NA	NA	ASV11443
ASV11444	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	NA	ASV11444
ASV11445	Bacteria	Planctomycetes	NA	NA	NA	NA	ASV11445
ASV11446	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV11446
ASV11447	Bacteria	NA	NA	NA	NA	NA	ASV11447
ASV11448	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA	ASV11448
ASV11449	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11449
ASV11450	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	ASV11450
ASV11451	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11451
ASV11452	NA	NA	NA	NA	NA	NA	ASV11452
ASV11453	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	ASV11453
ASV11454	Bacteria	NA	NA	NA	NA	NA	ASV11454
ASV11455	Bacteria	NA	NA	NA	NA	NA	ASV11455
ASV11456	Bacteria	NA	NA	NA	NA	NA	ASV11456
ASV11457	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41	NA	NA	ASV11457
ASV11458	Bacteria	NA	NA	NA	NA	NA	ASV11458
ASV11459	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV11459
ASV11460	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans	ASV11460
ASV11461	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11461
ASV11462	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA	ASV11462
ASV11463	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	NA	ASV11463
ASV11464	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	ASV11464
ASV11465	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	ASV11465
ASV11466	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV11466
ASV11467	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	NA	NA	ASV11467
ASV11468	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	NA	ASV11468
ASV11469	Archaea	NA	NA	NA	NA	NA	ASV11469
ASV11470	Archaea	Nanoarchaeaeota	NA	NA	NA	NA	ASV11470
ASV11471	NA	NA	NA	NA	NA	NA	ASV11471
ASV11472	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	NA	NA	ASV11472
ASV11473	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA	ASV11473
ASV11474	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA	ASV11474
ASV11475	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11475
ASV11476	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11476
ASV11477	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	NA	ASV11477
ASV11478	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11478
ASV11479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	ASV11479
ASV11480	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	ASV11480
ASV11481	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetovibrio	ASV11481
ASV11482	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulforhopalus	ASV11482
ASV11483	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV11483
ASV11484	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	ASV11484
ASV11485	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11485
ASV11486	NA	NA	NA	NA	NA	NA	ASV11486
ASV11487	Bacteria	NA	NA	NA	NA	NA	ASV11487
ASV11488	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	NA	ASV11488
ASV11489	Bacteria	NA	NA	NA	NA	NA	ASV11489
ASV11490	Archaea	NA	NA	NA	NA	NA	ASV11490
ASV11491	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	ASV11491
ASV11492	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV11492
ASV11493	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA	ASV11493
ASV11494	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11494
ASV11495	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	ASV11495
ASV11496	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11496
ASV11497	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA	ASV11497
ASV11498	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	ASV11498
ASV11499	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	ASV11499
ASV11500	Bacteria	NA	NA	NA	NA	NA	ASV11500
ASV11501	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11501
ASV11502	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11502
ASV11503	Bacteria	NA	NA	NA	NA	NA	ASV11503
ASV11504	Archaea	Euryarchaeota	Thermoplasmata	Marine_Benthic_Group_D_and_DHVEG-1	NA	NA	ASV11504
ASV11505	NA	NA	NA	NA	NA	NA	ASV11505
ASV11506	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11506
ASV11507	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11507
ASV11508	Bacteria	NA	NA	NA	NA	NA	ASV11508
ASV11509	Eukaryota	NA	NA	NA	NA	NA	ASV11509
ASV11510	Bacteria	NA	NA	NA	NA	NA	ASV11510
ASV11511	Bacteria	Fibrobacteres	NA	NA	NA	NA	ASV11511
ASV11512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	ASV11512
ASV11513	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11513
ASV11514	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	NA	ASV11514
ASV11515	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11515
ASV11516	Archaea	NA	NA	NA	NA	NA	ASV11516
ASV11517	Bacteria	Planctomycetes	Phycisphaerae	C86	NA	NA	ASV11517
ASV11518	Bacteria	NA	NA	NA	NA	NA	ASV11518
ASV11519	Bacteria	Margulisbacteria	NA	NA	NA	NA	ASV11519
ASV11520	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	ASV11520
ASV11521	Bacteria	Planctomycetes	OM190	NA	NA	NA	ASV11521
ASV11522	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	ASV11522
ASV11523	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	ASV11523
ASV11524	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11524
ASV11525	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	NA	ASV11525
ASV11526	Bacteria	NA	NA	NA	NA	NA	ASV11526
ASV11527	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA	ASV11527
ASV11528	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	NA	NA	ASV11528
ASV11529	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV11529
ASV11530	NA	NA	NA	NA	NA	NA	ASV11530
ASV11531	NA	NA	NA	NA	NA	NA	ASV11531
ASV11532	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	ASV11532
ASV11533	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	ASV11533
ASV11534	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	ASV11534
ASV11535	Bacteria	NA	NA	NA	NA	NA	ASV11535
ASV11536	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Amoebophilaceae	NA	ASV11536
ASV11537	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	ASV11537
ASV11538	Bacteria	Margulisbacteria	NA	NA	NA	NA	ASV11538
ASV11539	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11539
ASV11540	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	ASV11540
ASV11541	Bacteria	NA	NA	NA	NA	NA	ASV11541
ASV11542	Bacteria	Elusimicrobia	NA	NA	NA	NA	ASV11542
ASV11543	Bacteria	Proteobacteria	NA	NA	NA	NA	ASV11543
ASV11544	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11544
ASV11545	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	ASV11545
ASV11546	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	NA	ASV11546
ASV11547	Bacteria	NA	NA	NA	NA	NA	ASV11547
ASV11548	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	ASV11548
ASV11549	Archaea	NA	NA	NA	NA	NA	ASV11549
ASV11550	Bacteria	NA	NA	NA	NA	NA	ASV11550
ASV11551	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA	ASV11551
ASV11552	Bacteria	NA	NA	NA	NA	NA	ASV11552
ASV11553	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria	NA	NA	ASV11553
ASV11554	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmatales_Incertae_Sedis	Candidatus_Hepatoplasma	ASV11554
ASV11555	Eukaryota	NA	NA	NA	NA	NA	ASV11555
ASV11556	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA	ASV11556
ASV11557	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	ASV11557
ASV11558	Bacteria	NA	NA	NA	NA	NA	ASV11558
ASV11559	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	ASV11559
ASV11560	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	NA	NA	ASV11560
ASV11561	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	ASV11561
ASV11562	NA	NA	NA	NA	NA	NA	ASV11562
ASV11563	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	NA	ASV11563
